Customer_ID,Product,Date_of_Purchase,Frequency,Annual_Income,Gender,Age_Group,Region,Price,Category,Brand,Days_Since_Last_Purchase,Gender_Label,Age_Group_Label,Region_Label,Category_Label,Brand_Label
CUST_007,PROD_001,2024-09-29,3,30000,Female,18-25,West,649.28,Sports,BrandA,237,0,0,3,3,0
CUST_046,PROD_012,2024-08-18,2,70000,Female,26-35,East,54.33,Home,BrandC,279,0,1,0,2,2
CUST_034,PROD_002,2024-03-26,1,50000,Female,46-55,North,764.29,Electronics,BrandC,424,0,3,1,1,2
CUST_013,PROD_001,2024-05-05,3,90000,Male,18-25,West,947.18,Home,BrandD,384,1,0,3,2,3
CUST_016,PROD_002,2024-10-26,3,90000,Female,18-25,South,346.37,Sports,BrandD,210,0,0,2,3,3
CUST_035,PROD_006,2024-01-25,2,90000,Female,26-35,South,522.07,Clothing,BrandC,485,0,1,2,0,2
CUST_049,PROD_000,2024-05-24,5,50000,Female,26-35,South,385.12,Home,BrandD,365,0,1,2,2,3
CUST_039,PROD_009,2024-01-13,4,70000,Male,18-25,South,16.64,Home,BrandC,497,1,0,2,2,2
CUST_003,PROD_007,2024-07-30,4,50000,Male,18-25,East,392.02,Electronics,BrandA,298,1,0,0,1,0
CUST_001,PROD_012,2024-01-25,3,90000,Female,36-45,West,793.8,Sports,BrandA,485,0,2,3,3,0
CUST_005,PROD_009,2024-03-08,2,50000,Male,46-55,North,600.03,Home,BrandB,442,1,3,1,2,1
CUST_041,PROD_009,2024-03-07,4,50000,Female,36-45,West,110.25,Home,BrandA,443,0,2,3,2,0
CUST_003,PROD_009,2024-08-20,3,50000,Female,26-35,East,848.67,Home,BrandC,277,0,1,0,2,2
CUST_028,PROD_013,2024-04-18,5,70000,Female,36-45,South,535.77,Home,BrandD,401,0,2,2,2,3
CUST_017,PROD_001,2024-05-25,4,30000,Female,36-45,East,843.31,Clothing,BrandB,364,0,2,0,0,1
CUST_025,PROD_002,2024-04-20,3,30000,Female,36-45,West,584.42,Sports,BrandD,399,0,2,3,3,3
CUST_043,PROD_008,2024-08-15,3,50000,Female,36-45,North,564.09,Electronics,BrandC,282,0,2,1,1,2
CUST_033,PROD_006,2024-04-20,1,30000,Female,46-55,East,114.21,Electronics,BrandA,399,0,3,0,1,0
CUST_009,PROD_003,2024-02-03,5,30000,Male,46-55,North,175.69,Clothing,BrandB,476,1,3,1,0,1
CUST_035,PROD_009,2024-04-20,1,50000,Male,18-25,East,972.31,Sports,BrandC,399,1,0,0,3,2
CUST_013,PROD_004,2024-09-20,2,50000,Male,26-35,North,236.2,Home,BrandB,246,1,1,1,2,1
CUST_030,PROD_001,2024-08-23,1,90000,Male,36-45,North,977.68,Clothing,BrandB,274,1,2,1,0,1
CUST_047,PROD_012,2024-03-23,1,30000,Male,18-25,South,536.59,Sports,BrandA,427,1,0,2,3,0
CUST_014,PROD_010,2024-02-11,4,70000,Male,18-25,North,144.43,Home,BrandC,468,1,0,1,2,2
CUST_007,PROD_012,2024-04-10,3,50000,Male,18-25,South,108.31,Clothing,BrandD,409,1,0,2,0,3
CUST_013,PROD_007,2024-01-06,5,90000,Female,46-55,West,216.78,Sports,BrandB,504,0,3,3,3,1
CUST_022,PROD_003,2024-06-28,1,70000,Female,36-45,West,926.38,Electronics,BrandB,330,0,2,3,1,1
CUST_039,PROD_008,2024-10-08,5,30000,Female,36-45,South,420.01,Electronics,BrandD,228,0,2,2,1,3
CUST_020,PROD_004,2024-11-15,1,90000,Female,26-35,South,401.48,Sports,BrandC,190,0,1,2,3,2
CUST_015,PROD_012,2024-08-13,2,50000,Male,36-45,East,320.07,Electronics,BrandB,284,1,2,0,1,1
CUST_044,PROD_008,2024-11-10,1,70000,Male,36-45,East,155.59,Sports,BrandB,195,1,2,0,3,1
CUST_017,PROD_003,2024-12-30,4,50000,Female,18-25,East,492.97,Home,BrandB,145,0,0,0,2,1
CUST_046,PROD_009,2024-08-16,3,30000,Female,26-35,West,138.75,Sports,BrandC,281,0,1,3,3,2
CUST_023,PROD_004,2024-10-15,2,70000,Male,36-45,East,837.13,Home,BrandC,221,1,2,0,2,2
CUST_025,PROD_008,2024-05-29,1,30000,Female,46-55,North,376.69,Clothing,BrandD,360,0,3,1,0,3
CUST_024,PROD_007,2024-10-03,5,30000,Female,36-45,North,381.06,Sports,BrandC,233,0,2,1,3,2
CUST_044,PROD_002,2024-07-16,2,90000,Female,18-25,East,479.27,Clothing,BrandC,312,0,0,0,0,2
CUST_040,PROD_000,2024-03-10,2,50000,Female,46-55,North,449.69,Electronics,BrandA,440,0,3,1,1,0
CUST_028,PROD_002,2024-04-21,1,70000,Male,18-25,West,994.91,Home,BrandD,398,1,0,3,2,3
CUST_014,PROD_003,2024-01-04,2,30000,Female,36-45,North,549.93,Sports,BrandB,506,0,2,1,3,1
CUST_044,PROD_001,2024-12-15,5,30000,Female,46-55,West,97.32,Clothing,BrandC,160,0,3,3,0,2
CUST_000,PROD_000,2024-11-26,2,70000,Male,26-35,South,610.81,Home,BrandB,179,1,1,2,2,1
CUST_024,PROD_006,2024-11-13,5,30000,Male,26-35,South,160.07,Home,BrandB,192,1,1,2,2,1
CUST_006,PROD_007,2024-12-15,1,90000,Female,46-55,South,40.63,Electronics,BrandA,160,0,3,2,1,0
CUST_008,PROD_006,2024-04-04,3,90000,Male,46-55,South,971.03,Electronics,BrandC,415,1,3,2,1,2
CUST_023,PROD_013,2024-05-31,2,90000,Female,18-25,North,775.8,Home,BrandD,358,0,0,1,2,3
CUST_000,PROD_004,2024-11-06,3,90000,Female,46-55,East,980.31,Home,BrandC,199,0,3,0,2,2
CUST_043,PROD_011,2024-05-16,5,30000,Male,18-25,North,483.1,Sports,BrandB,373,1,0,1,3,1
CUST_007,PROD_000,2024-09-03,2,70000,Female,36-45,West,536.93,Home,BrandD,263,0,2,3,2,3
CUST_023,PROD_006,2024-08-30,4,70000,Female,18-25,North,176.65,Sports,BrandC,267,0,0,1,3,2
CUST_010,PROD_012,2024-01-31,3,70000,Female,46-55,North,254.44,Home,BrandB,479,0,3,1,2,1
CUST_016,PROD_006,2024-02-09,2,70000,Female,46-55,West,840.16,Electronics,BrandB,470,0,3,3,1,1
CUST_007,PROD_008,2024-08-16,3,50000,Male,36-45,South,362.62,Sports,BrandA,281,1,2,2,3,0
CUST_034,PROD_002,2024-02-05,2,70000,Male,46-55,South,828.55,Clothing,BrandA,474,1,3,2,0,0
CUST_034,PROD_008,2024-08-10,1,50000,Female,46-55,South,711.92,Electronics,BrandA,287,0,3,2,1,0
CUST_032,PROD_013,2024-01-06,3,50000,Male,26-35,East,185.4,Sports,BrandB,504,1,1,0,3,1
CUST_004,PROD_000,2024-11-17,4,90000,Female,26-35,West,512.37,Sports,BrandC,188,0,1,3,3,2
CUST_041,PROD_000,2024-08-07,4,50000,Female,36-45,West,680.61,Clothing,BrandA,290,0,2,3,0,0
CUST_038,PROD_013,2024-03-15,5,30000,Female,18-25,North,242.69,Sports,BrandC,435,0,0,1,3,2
CUST_040,PROD_003,2024-01-04,2,50000,Female,26-35,East,832.38,Home,BrandA,506,0,1,0,2,0
CUST_027,PROD_008,2024-11-30,3,90000,Female,18-25,South,549.38,Clothing,BrandD,175,0,0,2,0,3
CUST_006,PROD_005,2024-05-13,5,50000,Male,46-55,East,173.59,Electronics,BrandD,376,1,3,0,1,3
CUST_008,PROD_012,2024-04-27,3,30000,Female,26-35,West,587.15,Electronics,BrandA,392,0,1,3,1,0
CUST_007,PROD_010,2024-04-03,2,30000,Male,36-45,West,999.72,Home,BrandB,416,1,2,3,2,1
CUST_011,PROD_002,2024-03-02,4,30000,Male,36-45,North,159.02,Electronics,BrandA,448,1,2,1,1,0
CUST_033,PROD_000,2024-07-12,1,90000,Female,36-45,North,818.59,Sports,BrandA,316,0,2,1,3,0
CUST_032,PROD_003,2024-11-30,4,90000,Female,26-35,West,215.24,Sports,BrandB,175,0,1,3,3,1
CUST_047,PROD_011,2024-07-21,5,70000,Female,18-25,South,784.56,Home,BrandD,307,0,0,2,2,3
CUST_022,PROD_012,2024-01-26,1,90000,Female,46-55,South,737.23,Electronics,BrandC,484,0,3,2,1,2
CUST_023,PROD_008,2024-06-21,5,30000,Female,18-25,East,307.48,Electronics,BrandA,337,0,0,0,1,0
CUST_036,PROD_002,2024-10-26,2,30000,Male,18-25,West,332.56,Home,BrandB,210,1,0,3,2,1
CUST_034,PROD_011,2024-05-12,1,90000,Female,46-55,West,794.6,Clothing,BrandA,377,0,3,3,0,0
CUST_043,PROD_008,2024-11-21,5,50000,Female,46-55,South,466.83,Electronics,BrandB,184,0,3,2,1,1
CUST_039,PROD_006,2024-04-27,2,90000,Male,26-35,South,733.51,Clothing,BrandC,392,1,1,2,0,2
CUST_021,PROD_011,2024-11-19,4,90000,Male,26-35,West,156.5,Electronics,BrandC,186,1,1,3,1,2
CUST_026,PROD_013,2024-10-01,2,30000,Female,26-35,North,854.03,Electronics,BrandD,235,0,1,1,1,3
CUST_034,PROD_014,2024-07-30,3,70000,Male,26-35,West,713.78,Electronics,BrandB,298,1,1,3,1,1
CUST_000,PROD_003,2024-08-12,2,30000,Female,26-35,West,907.87,Electronics,BrandB,285,0,1,3,1,1
CUST_034,PROD_002,2024-01-20,2,70000,Male,46-55,South,141.05,Sports,BrandD,490,1,3,2,3,3
CUST_036,PROD_009,2024-04-22,3,30000,Male,18-25,South,597.08,Clothing,BrandD,397,1,0,2,0,3
CUST_046,PROD_014,2024-05-19,5,90000,Female,26-35,North,603.13,Clothing,BrandB,370,0,1,1,0,1
CUST_013,PROD_004,2024-02-16,5,30000,Male,26-35,North,359.93,Electronics,BrandD,463,1,1,1,1,3
CUST_002,PROD_004,2024-01-01,2,30000,Male,18-25,East,463.88,Electronics,BrandC,509,1,0,0,1,2
CUST_000,PROD_002,2024-03-30,3,30000,Male,26-35,West,47.6,Clothing,BrandA,420,1,1,3,0,0
CUST_004,PROD_011,2024-05-21,3,90000,Male,18-25,South,748.4,Sports,BrandC,368,1,0,2,3,2
CUST_025,PROD_008,2024-11-15,4,90000,Male,18-25,North,553.83,Home,BrandD,190,1,0,1,2,3
CUST_013,PROD_003,2024-02-07,5,90000,Male,46-55,East,67.16,Home,BrandB,472,1,3,0,2,1
CUST_038,PROD_010,2024-10-19,1,90000,Female,36-45,East,683.95,Clothing,BrandB,217,0,2,0,0,1
CUST_026,PROD_004,2024-05-18,5,70000,Female,46-55,South,472.11,Electronics,BrandC,371,0,3,2,1,2
CUST_008,PROD_003,2024-12-21,5,70000,Male,36-45,South,44.12,Electronics,BrandB,154,1,2,2,1,1
CUST_014,PROD_004,2024-11-28,4,50000,Female,36-45,East,969.91,Sports,BrandD,177,0,2,0,3,3
CUST_014,PROD_006,2024-09-15,1,90000,Female,36-45,North,949.62,Home,BrandC,251,0,2,1,2,2
CUST_025,PROD_008,2024-06-09,4,70000,Female,26-35,East,517.77,Sports,BrandB,349,0,1,0,3,1
CUST_041,PROD_006,2024-06-26,1,30000,Male,46-55,West,102.74,Home,BrandA,332,1,3,3,2,0
CUST_012,PROD_012,2024-01-10,2,90000,Female,36-45,West,757.08,Clothing,BrandA,500,0,2,3,0,0
CUST_031,PROD_004,2024-09-17,1,50000,Male,18-25,South,497.01,Home,BrandD,249,1,0,2,2,3
CUST_038,PROD_009,2024-05-17,4,50000,Female,26-35,North,309.42,Sports,BrandB,372,0,1,1,3,1
CUST_048,PROD_009,2024-06-20,5,50000,Male,46-55,North,496.5,Sports,BrandD,338,1,3,1,3,3
CUST_031,PROD_006,2024-01-13,1,30000,Male,36-45,West,527.22,Sports,BrandC,497,1,2,3,3,2
CUST_003,PROD_013,2024-06-16,1,70000,Female,18-25,East,567.08,Clothing,BrandA,342,0,0,0,0,0
CUST_029,PROD_014,2024-05-09,3,30000,Female,46-55,South,446.81,Home,BrandC,380,0,3,2,2,2
CUST_036,PROD_009,2024-03-24,5,90000,Male,46-55,East,609.7,Home,BrandB,426,1,3,0,2,1
CUST_022,PROD_004,2024-11-16,2,50000,Female,26-35,East,919.55,Sports,BrandD,189,0,1,0,3,3
CUST_038,PROD_002,2024-11-14,4,30000,Female,46-55,East,368.65,Home,BrandD,191,0,3,0,2,3
CUST_044,PROD_006,2024-04-10,2,30000,Female,26-35,North,728.46,Electronics,BrandD,409,0,1,1,1,3
CUST_014,PROD_012,2024-11-24,5,70000,Male,36-45,West,895.51,Electronics,BrandC,181,1,2,3,1,2
CUST_042,PROD_010,2024-09-29,1,70000,Male,26-35,North,461.42,Electronics,BrandA,237,1,1,1,1,0
CUST_028,PROD_010,2024-09-21,1,50000,Female,18-25,West,449.02,Home,BrandC,245,0,0,3,2,2
CUST_035,PROD_001,2024-02-07,5,30000,Female,26-35,South,606.1,Clothing,BrandC,472,0,1,2,0,2
CUST_012,PROD_014,2024-04-03,1,30000,Female,18-25,South,595.49,Clothing,BrandB,416,0,0,2,0,1
CUST_031,PROD_011,2024-04-04,1,70000,Male,26-35,East,808.52,Clothing,BrandB,415,1,1,0,0,1
CUST_006,PROD_008,2024-10-31,1,30000,Male,46-55,West,481.72,Clothing,BrandB,205,1,3,3,0,1
CUST_021,PROD_009,2024-03-09,4,30000,Female,36-45,West,996.16,Electronics,BrandA,441,0,2,3,1,0
CUST_027,PROD_009,2024-11-13,4,30000,Female,18-25,West,68.88,Electronics,BrandA,192,0,0,3,1,0
CUST_001,PROD_011,2024-08-23,3,70000,Female,26-35,East,13.14,Sports,BrandB,274,0,1,0,3,1
CUST_041,PROD_000,2024-11-29,2,50000,Female,26-35,East,643.8,Home,BrandB,176,0,1,0,2,1
CUST_044,PROD_012,2024-05-16,5,90000,Female,26-35,South,305.45,Home,BrandA,373,0,1,2,2,0
CUST_005,PROD_005,2024-03-16,5,50000,Female,46-55,North,247.98,Clothing,BrandD,434,0,3,1,0,3
CUST_027,PROD_006,2024-02-04,5,90000,Male,46-55,West,318.78,Electronics,BrandA,475,1,3,3,1,0
CUST_027,PROD_013,2024-01-01,3,30000,Female,18-25,West,263.49,Clothing,BrandA,509,0,0,3,0,0
CUST_043,PROD_012,2024-10-22,4,50000,Male,18-25,North,40.48,Sports,BrandA,214,1,0,1,3,0
CUST_043,PROD_007,2024-11-15,3,90000,Female,46-55,West,971.82,Home,BrandB,190,0,3,3,2,1
CUST_019,PROD_009,2024-02-29,5,70000,Female,18-25,East,228.54,Home,BrandD,450,0,0,0,2,3
CUST_029,PROD_008,2024-11-15,2,70000,Male,36-45,East,736.69,Clothing,BrandA,190,1,2,0,0,0
CUST_010,PROD_001,2024-12-14,1,50000,Male,36-45,West,764.97,Sports,BrandB,161,1,2,3,3,1
CUST_027,PROD_010,2024-11-23,4,50000,Male,46-55,East,929.96,Home,BrandC,182,1,3,0,2,2
CUST_024,PROD_009,2024-09-23,4,30000,Male,18-25,East,40.24,Sports,BrandC,243,1,0,0,3,2
CUST_038,PROD_001,2024-12-26,3,50000,Female,26-35,West,873.33,Sports,BrandA,149,0,1,3,3,0
CUST_032,PROD_004,2024-08-16,4,30000,Male,36-45,South,531.95,Clothing,BrandC,281,1,2,2,0,2
CUST_000,PROD_012,2024-09-26,5,30000,Female,46-55,North,636.22,Electronics,BrandD,240,0,3,1,1,3
CUST_026,PROD_004,2024-11-11,5,70000,Male,18-25,East,648.03,Clothing,BrandC,194,1,0,0,0,2
CUST_012,PROD_005,2024-10-12,3,70000,Female,46-55,South,821.6,Electronics,BrandC,224,0,3,2,1,2
CUST_040,PROD_002,2024-10-17,5,90000,Female,26-35,East,340.07,Sports,BrandD,219,0,1,0,3,3
CUST_002,PROD_007,2024-07-31,2,70000,Female,36-45,East,735.72,Electronics,BrandA,297,0,2,0,1,0
CUST_038,PROD_012,2024-06-13,3,70000,Female,46-55,North,533.29,Sports,BrandA,345,0,3,1,3,0
CUST_005,PROD_000,2024-01-05,2,50000,Female,46-55,East,795.46,Home,BrandD,505,0,3,0,2,3
CUST_007,PROD_005,2024-12-04,1,70000,Female,46-55,North,990.64,Home,BrandD,171,0,3,1,2,3
CUST_026,PROD_003,2024-03-18,2,90000,Male,26-35,North,208.64,Home,BrandD,432,1,1,1,2,3
CUST_008,PROD_000,2024-03-02,1,50000,Female,46-55,North,994.7,Clothing,BrandC,448,0,3,1,0,2
CUST_036,PROD_014,2024-05-11,1,90000,Male,26-35,South,98.91,Clothing,BrandD,378,1,1,2,0,3
CUST_032,PROD_006,2024-03-29,2,70000,Male,26-35,West,12.29,Sports,BrandB,421,1,1,3,3,1
CUST_041,PROD_008,2024-08-24,3,90000,Female,26-35,South,53.72,Home,BrandC,273,0,1,2,2,2
CUST_043,PROD_012,2024-02-11,5,50000,Male,36-45,West,348.36,Clothing,BrandA,468,1,2,3,0,0
CUST_023,PROD_003,2024-03-29,5,30000,Female,36-45,West,636.58,Home,BrandA,421,0,2,3,2,0
CUST_014,PROD_003,2024-10-22,1,90000,Male,46-55,North,78.34,Clothing,BrandA,214,1,3,1,0,0
CUST_031,PROD_005,2024-11-23,1,90000,Female,46-55,East,15.61,Electronics,BrandC,182,0,3,0,1,2
CUST_031,PROD_011,2024-10-21,3,50000,Male,36-45,North,937.72,Electronics,BrandB,215,1,2,1,1,1
CUST_023,PROD_014,2024-04-13,4,50000,Female,18-25,East,823.71,Home,BrandD,406,0,0,0,2,3
CUST_040,PROD_002,2024-01-14,2,90000,Female,36-45,West,811.09,Sports,BrandD,496,0,2,3,3,3
CUST_048,PROD_012,2024-10-14,1,70000,Female,26-35,North,885.58,Clothing,BrandA,222,0,1,1,0,0
CUST_048,PROD_011,2024-06-27,5,90000,Female,36-45,East,703.03,Clothing,BrandA,331,0,2,0,0,0
CUST_011,PROD_005,2024-05-04,3,50000,Male,26-35,South,113.36,Electronics,BrandC,385,1,1,2,1,2
CUST_038,PROD_006,2024-12-18,2,30000,Female,46-55,East,405.11,Electronics,BrandB,157,0,3,0,1,1
CUST_001,PROD_010,2024-01-23,3,30000,Male,18-25,North,725.92,Sports,BrandD,487,1,0,1,3,3
CUST_002,PROD_009,2024-03-03,2,70000,Male,46-55,South,287.53,Sports,BrandC,447,1,3,2,3,2
CUST_048,PROD_009,2024-05-22,2,90000,Male,26-35,East,690.53,Sports,BrandD,367,1,1,0,3,3
CUST_036,PROD_002,2024-06-01,1,30000,Female,26-35,East,34.25,Home,BrandA,357,0,1,0,2,0
CUST_048,PROD_006,2024-05-24,3,90000,Male,26-35,East,313.08,Electronics,BrandD,365,1,1,0,1,3
CUST_016,PROD_013,2024-08-12,3,50000,Male,18-25,East,553.64,Home,BrandB,285,1,0,0,2,1
CUST_048,PROD_002,2024-11-04,5,30000,Male,36-45,East,635.77,Electronics,BrandB,201,1,2,0,1,1
CUST_001,PROD_012,2024-04-13,5,70000,Female,46-55,South,581.27,Electronics,BrandA,406,0,3,2,1,0
CUST_001,PROD_012,2024-04-13,1,50000,Female,46-55,West,700.78,Clothing,BrandB,406,0,3,3,0,1
CUST_027,PROD_001,2024-02-08,1,70000,Male,36-45,South,16.03,Electronics,BrandB,471,1,2,2,1,1
CUST_022,PROD_011,2024-07-16,4,50000,Female,46-55,South,109.93,Electronics,BrandC,312,0,3,2,1,2
CUST_036,PROD_013,2024-05-13,5,30000,Female,18-25,South,870.25,Home,BrandD,376,0,0,2,2,3
CUST_031,PROD_009,2024-03-07,2,70000,Male,46-55,West,684.93,Electronics,BrandA,443,1,3,3,1,0
CUST_032,PROD_003,2024-06-27,3,70000,Male,26-35,North,121.8,Home,BrandA,331,1,1,1,2,0
CUST_000,PROD_011,2024-02-11,1,50000,Female,36-45,West,843.65,Sports,BrandA,468,0,2,3,3,0
CUST_018,PROD_007,2024-01-15,3,70000,Male,18-25,South,249.81,Electronics,BrandA,495,1,0,2,1,0
CUST_001,PROD_012,2024-04-20,3,50000,Female,36-45,East,483.48,Electronics,BrandA,399,0,2,0,1,0
CUST_043,PROD_014,2024-06-05,4,50000,Female,18-25,East,153.74,Home,BrandB,353,0,0,0,2,1
CUST_025,PROD_008,2024-10-15,5,50000,Female,26-35,South,713.01,Sports,BrandC,221,0,1,2,3,2
CUST_031,PROD_006,2024-08-18,1,50000,Female,36-45,East,670.19,Clothing,BrandA,279,0,2,0,0,0
CUST_005,PROD_000,2024-06-05,3,30000,Female,46-55,South,219.0,Sports,BrandC,353,0,3,2,3,2
CUST_031,PROD_002,2024-02-07,1,50000,Female,18-25,East,864.77,Home,BrandC,472,0,0,0,2,2
CUST_003,PROD_012,2024-04-06,2,90000,Male,36-45,West,407.29,Sports,BrandB,413,1,2,3,3,1
CUST_010,PROD_011,2024-10-15,4,70000,Male,46-55,North,299.59,Home,BrandA,221,1,3,1,2,0
CUST_016,PROD_013,2024-09-10,2,90000,Female,36-45,North,160.81,Home,BrandB,256,0,2,1,2,1
CUST_037,PROD_008,2024-07-14,1,30000,Female,36-45,West,273.51,Clothing,BrandA,314,0,2,3,0,0
CUST_023,PROD_014,2024-03-26,1,90000,Female,36-45,West,31.81,Electronics,BrandB,424,0,2,3,1,1
